PAGEBY1,PAGEBY2,ACCTTREE LEVEL02,ACCTTREE L02,ACCTTREE LEVEL03,ACCTTREE LEVEL04,ACCTTREE LEVEL05,ACCTTREE LEVEL06,ACCT,MTREF,MTREF VALUE,MTREF VALUE DESC,ACCT CODE,DESC,DESC,BUDGET,ACTUALS,ENCUMB,BAE CODE,SPDTYPE CODE,SPDTYPE DESC,FND,ORG,PGM,BU PC,PROJ,ACT,SUB,EPC,EXP PURPOSE DESC,POSN,JB CODE,JB DESC,REF,PO,INV ID,INV DATE,PAYCHECK NUM,VNDR,SRC,LN#,JRNL ID,JRNL DATE,FY,PD,POSTED DATE,PET OPER ID,PET DATE,PET SEQ NUM
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,326.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,2/22/2018 0:00,6606920, ,PAY,527,PAY1357483,3/2/2018 0:00,2018,9,2/28/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,178.5,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,2/24/2018 0:00,6608054, ,PAY,1182,PAY1358356,3/9/2018 0:00,2018,9,3/2/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,183.6,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,3/10/2018 0:00,6615816, ,PAY,1156,PAY1361473,3/23/2018 0:00,2018,9,3/16/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,183.6,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,3/24/2018 0:00,6650820, ,PAY,1055,PAY1366269,4/6/2018 0:00,2018,10,3/30/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,122.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,4/7/2018 0:00,6658274, ,PAY,1165,PAY1370254,4/20/2018 0:00,2018,10,4/13/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,153,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,4/21/2018 0:00,6693243, ,PAY,1142,PAY1373946,5/4/2018 0:00,2018,11,4/27/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,147.9,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,622916,4101,STUDENT ASST I, , , ,5/5/2018 0:00,6701027, ,PAY,1179,PAY1377271,5/18/2018 0:00,2018,11,5/11/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,90.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,7/15/2017 0:00,6319536, ,PAY,1139,PAY1306902,7/28/2017 0:00,2018,1,7/24/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,88.38,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,7/29/2017 0:00,6324895, ,PAY,1129,PAY1309870,8/11/2017 0:00,2018,2,8/4/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,117.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,8/12/2017 0:00,6329656, ,PAY,1122,PAY1312798,8/25/2017 0:00,2018,2,8/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,117.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,8/26/2017 0:00,6359304, ,PAY,997,PAY1316469,9/8/2017 0:00,2018,3,9/1/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,117.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,9/9/2017 0:00,6366580, ,PAY,1114,PAY1319749,9/22/2017 0:00,2018,3,9/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,117.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,9/23/2017 0:00,6400226, ,PAY,1106,PAY1322973,10/6/2017 0:00,2018,4,9/29/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,112.93,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,10/7/2017 0:00,6407998, ,PAY,1169,PAY1326525,10/20/2017 0:00,2018,4,10/13/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,117.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,10/21/2017 0:00,6442912, ,PAY,1163,PAY1330061,11/3/2017 0:00,2018,5,10/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,83.47,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,11/4/2017 0:00,6450947, ,PAY,1175,PAY1333593,11/17/2017 0:00,2018,5,11/10/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,112.93,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,11/18/2017 0:00,6485379, ,PAY,1118,PAY1336555,12/1/2017 0:00,2018,6,11/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,88.38,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,12/2/2017 0:00,6493188, ,PAY,1157,PAY1339749,12/15/2017 0:00,2018,6,12/8/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,103.11,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,721555,4101,STUDENT ASST I, , , ,12/16/2017 0:00,6527693, ,PAY,1105,PAY1342852,12/29/2017 0:00,2018,6,12/22/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,94.68,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4102,STUDENT ASST II, , , ,7/15/2017 0:00,6317699, ,PAY,1139,PAY1306902,7/28/2017 0:00,2018,1,7/24/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,97.38,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4102,STUDENT ASST II, , , ,7/29/2017 0:00,6323079, ,PAY,1129,PAY1309870,8/11/2017 0:00,2018,2,8/4/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,59.51,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4102,STUDENT ASST II, , , ,8/12/2017 0:00,6327879, ,PAY,1122,PAY1312798,8/25/2017 0:00,2018,2,8/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,129.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,9/9/2017 0:00,6363950, ,PAY,1114,PAY1319749,9/22/2017 0:00,2018,3,9/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,124.43,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,9/23/2017 0:00,6397308, ,PAY,1106,PAY1322973,10/6/2017 0:00,2018,4,9/29/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,127.14,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,10/7/2017 0:00,6404963, ,PAY,1169,PAY1326525,10/20/2017 0:00,2018,4,10/13/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,129.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,10/21/2017 0:00,6439787, ,PAY,1163,PAY1330061,11/3/2017 0:00,2018,5,10/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,129.84,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,11/4/2017 0:00,6447744, ,PAY,1175,PAY1333593,11/17/2017 0:00,2018,5,11/10/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,124.43,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,11/18/2017 0:00,6482319, ,PAY,1118,PAY1336555,12/1/2017 0:00,2018,6,11/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,94.68,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,12/2/2017 0:00,6490094, ,PAY,1157,PAY1339749,12/15/2017 0:00,2018,6,12/8/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,78.45,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,633497,4101,STUDENT ASST I, , , ,12/16/2017 0:00,6524611, ,PAY,1105,PAY1342852,12/29/2017 0:00,2018,6,12/22/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,275.91,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,7/29/2017 0:00,6324550, ,PAY,1129,PAY1309870,8/11/2017 0:00,2018,2,8/4/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,183.94,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4102,STUDENT ASST II, , , ,8/12/2017 0:00,6329319, ,PAY,1122,PAY1312798,8/25/2017 0:00,2018,2,8/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,238.04,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,8/26/2017 0:00,6358899, ,PAY,997,PAY1316469,9/8/2017 0:00,2018,3,9/1/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,270.5,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,9/9/2017 0:00,6366083, ,PAY,1114,PAY1319749,9/22/2017 0:00,2018,3,9/18/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,270.5,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,9/23/2017 0:00,6399666, ,PAY,1106,PAY1322973,10/6/2017 0:00,2018,4,9/29/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,346.24,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,10/7/2017 0:00,6407428, ,PAY,1169,PAY1326525,10/20/2017 0:00,2018,4,10/13/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,367.88,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,10/21/2017 0:00,6442314, ,PAY,1163,PAY1330061,11/3/2017 0:00,2018,5,10/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,400.34,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,11/4/2017 0:00,6450329, ,PAY,1175,PAY1333593,11/17/2017 0:00,2018,5,11/10/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,281.32,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,11/18/2017 0:00,6484780, ,PAY,1118,PAY1336555,12/1/2017 0:00,2018,6,11/27/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,162.3,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,12/2/2017 0:00,6492600, ,PAY,1157,PAY1339749,12/15/2017 0:00,2018,6,12/8/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,216.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,12/16/2017 0:00,6527096, ,PAY,1105,PAY1342852,12/29/2017 0:00,2018,6,12/22/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,227.22,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,1/27/2018 0:00,6569952, ,PAY,1097,PAY1351472,2/9/2018 0:00,2018,8,2/2/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,302.96,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,2/10/2018 0:00,6577534, ,PAY,1173,PAY1354596,2/23/2018 0:00,2018,8,2/16/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,216.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,2/24/2018 0:00,6612439, ,PAY,1182,PAY1358356,3/9/2018 0:00,2018,9,3/2/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,173.12,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,628257,4101,STUDENT ASST I, , , ,3/10/2018 0:00,6620321, ,PAY,1156,PAY1361473,3/23/2018 0:00,2018,9,3/16/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,400000 - 418399 -- SALARIES AND WAGES,407500 - 409999 -- STD & OTH PER SAL,407500 - 407699 -- STD HR PAY,407600 -- STD HR PAY, , , ,407600,HR PAYROLL JOURNAL TRANSACTION,,,434.4,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES,623215,4101,STUDENT ASST I, , , ,9/27/2018 0:00,6895467, ,PAY,412,PAY1417704,10/5/2018 0:00,2019,4,10/3/2018 0:00, ,, 
